Name,Rating,Type,Type1,Hours,About,suggest_duration,ImageURL,Address,Guide
Deception Pass State Park,4.5, Bodies of Water , Parks,NULL,"Deception Pass State Park is a stunning destination that spans a strait and a few islands. Come here for incredible views of Skagit Bay and the Salish Sea from the Canoe Pass Bridge. At Rosario Head, make sure to stop by the tide pools to see colorful birds and an array of marine life. 

If you're looking for a place to stay, camping by Bowman Bay is an excellent option. You can even enjoy a cozy bonfire at night. In the morning, go for a hike on the park's scenic trails along deep-blue lakes and amid the lush forest. – Tripadvisor",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/26/31/3b/a-small-cove-at-the-north.jpg?w=100&h=-1&s=1,"5175 N State Hwy 20, Oak Harbor, Whidbey Island, WA 98277",NULL
Sapphire Point Overlook,5.0,Points of Interest & Landmarks , Lookouts,NULL,,1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/62/6a/cb/photo0jpg.jpg?w=100&h=-1&s=1,"Swan Mountain Road, Breckenridge, CO 80424",NULL
The Holy City,4.0,NULL,NULL,1:00 PM - 5:00 PM,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/c4/2c/70/photo2jpg.jpg?w=100&h=-1&s=1,"262 Holy City Rd, Lawton, OK 73502",NULL
Epic Waters Indoor Waterpark,4.0,NULL,NULL,8:30 AM - 9:00 PM,"Epic Waters Indoor Waterpark - Open Daily! Epic Waters is DFW’s newest indoor waterpark in Grand Prairie, TX, showcasing 80,000 sq. ft. of year-round water fun! Just walking distance from The Epic, Epic Waters Indoor Waterpark is an incredible 80,000 square foot indoor/outdoor, open year-round waterpark with a beautiful curved, retractable roof. Referred to as a “cruise ship on land,’ there is something for every member of your family. Eleven waterslides are featured on the waterpark’s slide tower, and three of these slides are ‘first-of-their-kind’ within the waterpark industry. An outdoor wave pool will be sure to excite, as well as birthday parties, private rentals, and events that will be held year-round.",More than 3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/de/c0/d3/epic-waters-main-slide.jpg?w=100&h=-1&s=1,"2970 Epic Place EpicCentral, Grand Prairie, TX 75052-0044",NULL
Wild Adventures Theme Park,4.0,NULL,NULL,NULL,"Theme park. Water park. Animal park. Wild Adventures has it all for less. Journey to a place where animals rule, water flows and animals play. Located in Southern Georgia, Wild Adventures is a convenient day trip from Alabama, Florida and Georgia or a welcome stop from your family road trip on I-75. With many lodging options just minutes away, Wild Adventures is perfect for a family getaway.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/77/60/56/img-20180622-145836680.jpg?w=100&h=-1&s=1,"3766 Old Clyattville Rd, Valdosta, GA 31601-1799",NULL
Newfound Gap Road,5.0,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/43/6c/98/view.jpg?w=100&h=-1&s=1,NULL,NULL
Pond Hill Farm,4.5,NULL,NULL,11:00 AM - 2:00 PM,"Enjoy our new large outdoor Biergarten for food, beer, wine and hard cider! Wander the farm with a beer and take in our 200 acres of nature. The kids will love the gnome house hunt through the woods, the pumpkin patch in the fall and the playground and farm animals are a must as well!! Dogs are welcome outdoors and in Biergarten tent or deck.",More than 3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/f6/91/ed/dusk-by-the-bonfire.jpg?w=100&h=-1&s=1,"5699 S Lake Shore Dr, Harbor Springs, MI 49740-9784",NULL
Cathedral of St. John the Baptist,5.0,NULL,NULL,NULL,The oldest Roman Catholic church in Georgia.,< 1 hour,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/45/f1/ba/alter-at-st-john-the.jpg?w=100&h=-1&s=1,"222 E Harris St, Savannah, GA 31401-4616",NULL
Knife River Indian Villages Historic Site,4.5, Ancient Ruins , Historic Walking Areas,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/66/30/d6/photo0jpg.jpg?w=100&h=-1&s=1,NULL,NULL
The Johnny Cash Museum,4.5,Speciality Museums , History Museums,9:00 AM - 7:00 PM,"Ranked as the number one music museum in the world by Forbes and National Geographic Traveler, the Johnny Cash Museum holds one of the world’s largest and most comprehensive collections of Johnny Cash artifacts and memorabilia in the world.

Located in the heart of downtown Nashville at 119 3rd Ave S, Nashville, the museum allows you to look back to the legendary life of the Man in Black. Here you will find performance costumes, handwritten lyrics, a wall filled with Cash’s gold and platinum records, and so much more.

Officially endorsed by the Cash estate, the museum is one of only six attractions in Nashville to receive the coveted AAA Gem rating.",1-2 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/e2/80/e0/the-johnny-cash-museum.jpg?w=100&h=-1&s=1,"119 3rd Ave S, Nashville, TN 37201-2032",NULL
Old Kings Highway,4.5,NULL,NULL,NULL,"The Old King's Highway, Cape Cod Route 6A, is on the northern, or bay side, of Cape Cod and winds its way through some of the oldest villages in America: Bourne, Sandwich, Barnstable, Yarmouth, Dennis, Brewster and Orleans. Many of the homes and churches along this tree-shaded road are listed on the National Register of Historic Places.",NULL,NULL,NULL,NULL
Tahquamenon Falls State Park,4.5,State Parks , Waterfalls,8:00 AM - 10:00 PM,Located in the upper peninsula area of Michigan with wonderful wildlife and waterfalls.,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/52/4b/f1/this-picture-was-taken.jpg?w=100&h=-1&s=1,NULL,NULL
Fiscalini Ranch Preserve,5.0,NULL,NULL,NULL,,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/c0/ff/6a/one-of-the-many-views.jpg?w=100&h=-1&s=1,NULL,NULL
Ray Roberts Lake State Park,4.0,NULL,NULL,NULL,"Scenic park great for camping, hiking, swimming and fishing.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/08/68/6a/ray-roberts-leke-state.jpg?w=100&h=-1&s=1,"100 Pw 4137, Pilot Point, TX 76258-8944",NULL
The Church of the Cross,5.0,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/3a/30/97/photo0jpg.jpg?w=100&h=-1&s=1,"110 Calhoun Street, Bluffton, SC 29910",NULL
Fiery Gizzard Trail,5.0,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/bb/32/74/fiery-gizzard-trail.jpg?w=100&h=-1&s=1,"Fiery Gizzard Road Fiery Gizzard Road, Tracy City, TN, 37387, TN 37387",NULL
UC Davis Arboretum and Public Garden,4.5,NULL,NULL,NULL,"The UC Davis Arboretum and Public Garden spans the campus’s 5300-plus acres and includes the historic Arboretum – a 100-plus acre campus and regional amenity comprised of demonstration gardens and scientific collections as well as the Putah Creek Riparian Reserve – a rare stream and grassland ecosystem managed for teaching, research, wildlife and habitat protection.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/8b/16/a3/the-davis-arboretum.jpg?w=100&h=-1&s=1,"448 La Rue Rd, Davis, CA 95616-5219",NULL
National World War II Memorial,4.5,NULL,NULL,NULL,"Consisting of 56 pillars that represent the U.S. states and territories, this impressive national monument honors all who served in the U.S. Armed Forces.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/f5/6a/64/photo5jpg.jpg?w=100&h=-1&s=1,"1750 Independence Ave SE Near 7th St. & Independence Ave. SW, Washington DC, DC 20003-1636",NULL
Turtle Back Zoo,4.5,NULL,NULL,10:00 AM - 4:30 PM,,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/db/e8/22/turtle-back-zoo.jpg?w=100&h=-1&s=1,"560 Northfield Ave, West Orange, NJ 07052-2431",NULL
Anderson Museum of Contemporary Art,5.0,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/50/bb/7c/amoca-is-a-must-see-for.jpg?w=100&h=-1&s=1,"409 E College Blvd, Roswell, NM 88201-7524",NULL
Kennesaw Mountain National Battlefield Park,4.5,NULL,NULL,9:00 AM - 5:00 PM,Site of a crucial Civil War battle offers a modern visitor center and a number of hiking trails on its grounds.,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/4e/41/a5/photo2jpg.jpg?w=100&h=-1&s=1,"900 Kennesaw Mountain Dr NW, Kennesaw, GA 30152-4854",NULL
James Dalton Highway,4.5,NULL,NULL,NULL,"The only road through North Alaska, often hiked and camped beside.",More than 3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/ec/87/b7/the-dalton-highway.jpg?w=100&h=-1&s=1,NULL,NULL
Codorus State Park,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/87/0e/13/wildlife.jpg?w=100&h=-1&s=1,"2600 Smith Station Rd, Hanover, PA 17331-8000",NULL
Notre Dame Stadium,4.5,NULL,NULL,NULL,"One of the top sporting venues in the U.S., this vast sports arena for the athletically celebrated University of Notre Dame was originally built in 1930 and remodeled in the late '90s, increasing seating capacity to over 80,000.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/d1/55/8b/notre-dame-stadium.jpg?w=100&h=-1&s=1,"Juniper Road, South Bend, IN 46556",NULL
David Davis Mansion State Historic Site,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/16/f5/9f/best-mansion-tour-of.jpg?w=100&h=-1&s=1,"1000 Monroe Dr, Bloomington, Bloomington-Normal, IL 61701-3333",NULL
Marin Headlands,5.0,State Parks , Nature & Wildlife Areas,NULL,"Located at the Point Bonita Lighthouse, these headlands offer a suspension bridge and hiking trail.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/eb/e0/17/marin-headlands.jpg?w=100&h=-1&s=1,NULL,NULL
Flint Hills Discovery Center,4.5,Science Museums , Children's Museums,12:00 PM - 5:00 PM,"The Flint Hills Discovery Center is a dynamic tribute to the last major stand of unbroken tallgrass prairie. This 35,000 square foot must-see attraction includes interactive exhibits highlighting the science, history and culture of the ecoregion from pre-history to present day. An immersive experience theater with panoramic photography and special effects shown on a 120-degree curved screen is the perfect starting point for an exploration of the magnificent Flint Hills of Kansas.",2-3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/e2/4f/76/flint-hills-discovery.jpg?w=100&h=-1&s=1,"315 S 3rd St, Manhattan, KS 66502-6205",NULL
Belmar Beach and Boardwalk,4.5,Piers & Boardwalks , Beaches,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/47/f9/1e/clean-boardwalk.jpg?w=100&h=-1&s=1,"Ocean Avenue From First to Twentieth Avenues, Belmar, NJ 07719",NULL
Bushkill Falls,4.5,NULL,NULL,9:00 AM - 4:00 PM,"Bushkill Falls, a series of eight cascading waterfalls, is one of the state’s most popular outdoor destinations. Nestled in the Pocono Mountains, the Falls – known as the Niagara of Pennsylvania –are a favorite of hikers, fishermen, birdwatchers and all those who treasure the nature’s beauty. Closed November - Mid -April. Opening for the 2020 season on April 2, 2020.",2-3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/8d/d7/ca/bushkill-falls.jpg?w=100&h=-1&s=1,NULL,NULL
The National Archives Museum,4.5,NULL,NULL,10:00 AM - 5:30 PM,"Repository where the most important historical documents of the United States are held, such as the original Declaration of Independence, Bill of Rights, Constitution and the 1297 version of the Magna Carta.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/65/fd/af/national-archives.jpg?w=100&h=-1&s=1,"700 Pennsylvania Ave NW, Washington DC, DC 20408-0001","How to get there
Archives • 3 min walk
Federal Triangle • 6 min walk"
National Shrine of St. Therese,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/ba/17/1b/shrine-of-st-therese.jpg?w=100&h=-1&s=1,"Mile 23 Glacier Hhwy Suite 300, Juneau, AK 99801-1073",NULL
Turner Falls Park,3.0,Parks , Waterfalls,7:00 AM - 10:00 PM,"Turner Falls Park in Davis, OK is an adventurous and family-friendly annual destination nestled in the Arbuckle Mountains and home to a 77ft waterfall. Our park is open 7 days a week from 7am to 10pm. There are no pets allowed and no glass bottles. A Proud Adventure Road Travel Partner.",More than 3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/9e/5c/34/turner-falls-park.jpg?w=100&h=-1&s=1,"I-35 & Hwy-77, Davis, OK 73030",NULL
Aiken-Rhett House,4.5,NULL,NULL,10:00 AM - 5:00 PM,"The Aiken-Rhett House (c. 1820) is one of the best-preserved townhouse complexes in the nation. Vastly expanded by Governor and Mrs. William Aiken, Jr. in the 1830s and again in the 1850s, the house and its outbuildings include a kitchen, the original quarters of the enslaved, carriage block and back lot. When Historic Charleston Foundation assumed ownership in 1995, we adopted a preserved-as-found preservation approach, meaning the structure and contents are left in an “as-found” state, including furniture, architecture and finishes that have not been altered since the mid 19th century. While many dependency buildings in Charleston have been demolished or adapted, the Aiken-Rhett slave quarters – with their original paint, floors and fixtures – survive virtually untouched since the 1850s, allowing visitors the chance to better comprehend the every-day realities of the enslaved Africans who lived and labored here. A 45-minute audio tour is available, last tour at 4pm.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/f2/03/e5/aiken-rhett-house.jpg?w=100&h=-1&s=1,"48 Elizabeth St, Charleston, SC 29403-6250",NULL
Hopsewee Plantation,4.5,NULL,NULL,NULL,"Hopsewee Plantation is an original lowcountry rice plantation on the North Santee Rive built between 1735 and 1740. Birthplace of Thomas Lynch Jr., Hopsewee is one of just 12 remaining birthplaces of Signers of the Declaration of Independence. The home has not been modified from its original design and is furnished with 18th and 19th century antiques. Two original slave cabins remain on the property. The guided tour explores the history of the Patriots and Planters who lived at Hopsewee while you explore the architectural features of the house from Attic to Cellar. Enjoy the hour long tour or just come for lunch in The River Oak Cottage Tearoom with Lowcountry favorites such as Shrimp and Grits, Pulled Pork, Soups and Sandwiches and our Southern Tea service modeled after a British Afternoon Tea.",2-3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/6f/44/f3/hopsewee-plantation.jpg?w=100&h=-1&s=1,"494 Hopsewee Rd, Georgetown, SC 29440-5598",NULL
Head of the Meadow Beach,4.5,NULL,NULL,NULL,NULL,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/02/03/41/beautiful-head-of-the.jpg?w=100&h=-1&s=1,NULL,NULL
Pier Park,4.5,NULL,NULL,12:00 PM - 6:00 PM,"Pier Park located in Panama City Beach has become a main tourist attraction for shopping and entertainment with over a million visitors a year. This mega outdoor shopping mall consist of over 1.1 million square feet of specialty shops, retailers, and restaurants along with The Grand Theatre - a 16 screen, state of the art movie theatre. With over 80 stores and 25 restaurants it has become a family favorite destination.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/b4/7d/fc/pier-park.jpg?w=100&h=-1&s=1,"600 Pier Park Dr Ste 125, Panama City Beach, FL 32413-2179",NULL
Billings Farm & Museum,4.5, Farms , History Museums,"Closed until Apr 3, 2023","An award-winning outdoor history museum and fully-operating dairy farm, combining a herd of Jersey cows, draft horses, and other animals with educational exhibits, daily interactive programs, and a yearlong calendar of fun, family-friendly events. See our website for Covid-19 safety standards. Hours and attractions are subject to change, see website for up to date information.",2-3 hours,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/2f/ee/e9/visit-the-1890-farm-house.jpg?w=100&h=-1&s=1,"69 Old River Rd Rte. 12 North, Woodstock, VT 05091",NULL
Ulua Beach,4.5,NULL,NULL,NULL,The best snorkeling spot in Wailea.,NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/01/52/26/09/view-of-ulua-beach-maui.jpg?w=100&h=-1&s=1,NULL,NULL
T.I.G.E.R.S. Preservation Station,4.5,NULL,NULL,NULL,"T.I.G.E.R.S. Preservation Station is quite possibly the country's only FREE living tiger museum. Located inside Barefoot Landing in North Myrtle Beach, SC, it offers families the opportunity to see tigers up close, through glass, absolutely free of charge. For those interested in meeting a tiger or an ape in person, we offer (for a fee)the opportunity to pose with one of the animal ambassadors for a photo. The animals spend only a couple hours per day, in the late afternoon, at T.I.G.E.R.S. Preservation Station and funding generated from our photos and gift shop sales help support various wildlife conservation projects we conduct worldwide through our Rare Species Fund. We are open from mid-March to mid-October and hours of operation can be found by calling our listed telephone number.",NULL,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/c5/01/6d/tigers-preservation-station.jpg?w=100&h=-1&s=1,"4898 Highway 17 S, North Myrtle Beach, SC 29582-5353",NULL
